Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Net total
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23:00,Ewallet,62.63,36.66059870550161,36.24999999999999,9.9,98.88
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05:00,Cash,447.58,30.903421020130917,200.18,9.3,647.76
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,15:55:00,Credit card,299.92,35.00487593455412,161.53000000000003,9.0,461.45000000000005
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,19:40:00,Cash,52.16,27.726202023001257,20.010000000000005,6.1,72.17
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:58:00,Ewallet,186.37,25.86714399363564,65.03,9.7,251.4
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:43:00,Ewallet,567.89,35.09680221262201,307.09000000000003,6.0,874.98
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,19:18:00,Ewallet,431.38,23.014598279615953,128.96000000000004,10.0,560.34
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,19:39:00,Credit card,236.25,31.608962482630847,109.19,8.3,345.44
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21:00,Cash,45.5,28.560213534306794,18.189999999999998,6.0,63.69
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,19:44:00,Credit card,200.95,37.30696034692541,119.57999999999998,7.0,320.53
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,19:42:00,Ewallet,96.17,37.061518324607334,56.63000000000001,6.5,152.8
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:24:00,Credit card,301.42,24.456140350877188,97.57999999999998,5.9,399.0
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:12:00,Ewallet,263.36,22.668545924359872,77.19999999999999,5.6,340.56
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,13:32:00,Cash,666.07,30.31282695124502,289.7299999999999,4.8,955.8
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20:00,Credit card,623.62,36.995352596484146,366.18000000000006,8.7,989.8000000000001
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31:00,Cash,235.65,23.410686427457097,72.03,6.5,307.68
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10:00,Credit card,373.05,23.341689955614,113.58999999999997,8.5,486.64
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36:00,Ewallet,230.59,34.1265533495215,119.46000000000001,5.5,350.05
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:45:00,Credit card,306.06,23.532792004996878,94.19,9.4,400.25
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:17:00,Cash,128.75,22.81175059952039,38.05000000000001,6.3,166.8
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,17:34:00,Credit card,242.23,23.668620407134313,75.11000000000004,9.8,317.34000000000003
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04:00,Ewallet,119.79,24.336786255684682,38.52999999999999,8.7,158.32
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,16:21:00,Ewallet,203.1,33.31363278171791,101.46000000000006,8.8,304.56000000000006
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01:00,Credit card,107.98,39.11817771763645,69.38000000000001,9.6,177.36
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:50:00,Credit card,122.77,22.085422351970564,34.800000000000026,4.8,157.57000000000002
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,19:16:00,Ewallet,326.39,26.369337664681463,116.88999999999999,4.4,443.28
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:47:00,Ewallet,161.84,37.84946236559139,98.55999999999997,9.9,260.4
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00:00,Cash,330.98,26.41945667155752,118.84000000000003,5.7,449.82000000000005
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:51:00,Cash,214.95,30.156615544580195,92.81,7.7,307.76
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00,Ewallet,94.88,38.78709677419355,60.120000000000005,8.0,155.0
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00:00,Ewallet,182.16,33.63450888953658,92.32000000000002,5.7,274.48
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19:00,Credit card,52.77,38.909469784672375,33.60999999999999,6.7,86.38
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,19:46:00,Ewallet,34.77,35.896017699115035,19.46999999999999,8.0,54.239999999999995
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00:00,Ewallet,457.95,39.41819240131231,297.96999999999997,7.5,755.92
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53:00,Cash,112.79,39.32106735528297,73.08999999999999,7.0,185.88
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50:00,Ewallet,48.27,34.83191575536653,25.79999999999999,9.9,74.07
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:50:00,Credit card,189.12,32.27331327889987,90.12,5.9,279.24
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:39:00,Credit card,176.05,23.82744894427137,55.06999999999999,7.2,231.12
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41:00,Ewallet,113.44,22.850924918389552,33.599999999999994,4.6,147.04
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:08:00,Cash,547.81,30.674512781574286,242.39,9.2,790.1999999999999
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23:00,Ewallet,81.19,20.557729941291587,21.010000000000005,5.7,102.2
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:30:00,Credit card,125.11,23.50351574442067,38.44000000000001,9.9,163.55
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:30:00,Cash,55.2,25.696594427244584,19.090000000000003,5.0,74.29
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:03:00,Cash,69.73,20.217391304347824,17.67,4.9,87.4
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:13:00,Ewallet,19.74,21.94543297746145,5.550000000000001,6.1,25.29
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58:00,Credit card,105.66,36.34939759036145,60.34,8.2,166.0
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57:00,Credit card,218.57,38.7673343605547,138.38,5.5,356.95
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01:00,Credit card,74.88,34.83028720626632,40.019999999999996,6.8,114.89999999999999
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57:00,Cash,156.17,32.08818925030441,73.79000000000002,6.6,229.96
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02:00,Cash,318.08,26.005536557563918,111.79000000000002,9.8,429.87
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51:00,Ewallet,185.61,28.33590733590733,73.38999999999999,8.7,259.0
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:42:00,Credit card,60.46,31.95272931907709,28.389999999999993,5.4,88.85
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:02:00,Ewallet,147.85,28.66792106913688,59.420000000000016,7.9,207.27
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:19:00,Credit card,407.99,31.98466283237476,191.86,9.7,599.85
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38:00,Ewallet,204.27,28.40168243953733,81.03,7.8,285.3
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41:00,Ewallet,70.08,23.081988804741524,21.03,5.1,91.11
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:42:00,Credit card,617.46,31.207593836692403,280.11,6.5,897.57
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:24:00,Ewallet,162.99,30.956919557758283,73.07999999999998,5.9,236.07
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:08:00,Cash,588.73,29.857983653823243,250.61,8.8,839.34
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:17:00,Ewallet,308.23,33.25465569510611,153.57,4.9,461.8
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:24:00,Credit card,104.84,24.716357891713333,34.41999999999999,4.4,139.26
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53:00,Cash,165.1,20.345443141795723,42.16999999999999,6.5,207.26999999999998
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:05:00,Credit card,13.07,28.501094091903724,5.210000000000001,8.3,18.28
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27:00,Cash,94.96,23.32660476382721,28.89,8.5,123.85
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55:00,Cash,198.07,30.237390814313898,85.85000000000002,5.5,283.92
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00,Ewallet,555.4,26.82091282808054,203.56000000000006,8.7,758.96
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59:00,Credit card,128.46,25.322636902685737,43.56,7.9,172.02
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44:00,Ewallet,180.06,33.825799338478504,92.04000000000002,6.1,272.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46:00,Ewallet,266.8,38.604565537555224,167.76,5.4,434.56
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06:00,Cash,39.64,32.87044877222693,19.410000000000004,9.4,59.050000000000004
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00,Cash,9.37,25.279106858054227,3.17,8.2,12.54
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56:00,Cash,64.97,24.890173410404625,21.53,6.2,86.5
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29:00,Credit card,128.28,26.411197797154657,46.03999999999999,9.7,174.32
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14:00,Ewallet,455.49,27.04339051463169,168.84000000000003,4.0,624.33
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24:00,Ewallet,99.92,32.59579060982191,48.32000000000001,9.7,148.24
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52:00,Cash,418.65,23.07056229327454,125.55000000000007,5.3,544.2
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55:00,Ewallet,351.27,30.765137180700098,156.09000000000003,7.4,507.36
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28:00,Cash,98.4,39.53545532751628,64.34,6.5,162.74
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52:00,Credit card,24.83,21.844507396915333,6.940000000000001,8.7,31.77
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54:00,Cash,535.31,29.267583673577263,221.5000000000001,8.0,756.8100000000001
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31:00,Cash,206.86,29.944459496071513,88.41999999999996,6.7,295.28
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24:00,Ewallet,355.84,31.4901809780516,163.56,6.5,519.4
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09:00,Ewallet,133.27,28.45716126261541,53.00999999999999,4.1,186.28
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16:00,Credit card,54.64,37.23147616312464,32.41,4.9,87.05
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07:00,Credit card,149.35,32.45137946630484,71.75,8.6,221.1
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26:00,Cash,46.74,29.28895612708019,19.360000000000007,4.3,66.10000000000001
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00,Ewallet,56.07,37.484669416880365,33.62,4.9,89.69
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49:00,Credit card,178.16,20.627283257596012,46.30000000000001,5.6,224.46
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01:00,Credit card,93.3,21.95081144386817,26.24000000000001,5.8,119.54
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37:00,Credit card,128.06,31.298283261802577,58.34,6.0,186.4
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25:00,Cash,156.61,37.50598563447725,93.98999999999998,4.2,250.6
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42:00,Credit card,460.82,38.63587940769149,290.14000000000004,8.3,750.96
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47:00,Cash,291.46,23.445051481403667,89.26000000000005,5.7,380.72
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43:00,Cash,186.65,23.56674856674857,57.55000000000001,4.8,244.20000000000002
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04:00,Ewallet,67.47,24.78260869565218,22.230000000000004,6.8,89.7
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11:00,Credit card,214.71,30.9347658260422,96.16999999999999,8.8,310.88
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06:00,Credit card,407.86,20.249501388291424,103.56,4.2,511.42
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,Ewallet,266.14,36.47451963241437,152.81,6.4,418.95
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06:00,Credit card,213.81,39.24126172208013,138.08999999999997,8.4,351.9
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44:00,Credit card,19.12,33.56497567755385,9.66,7.2,28.78
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00,Cash,74.53,21.54736842105263,20.47,5.2,95.0
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00,Cash,368.01,21.899405772495754,103.19,8.9,471.2
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12:00,Cash,100.11,23.27559779276517,30.36999999999999,9.0,130.48
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46:00,Credit card,52.5,20.874152223059525,13.849999999999994,9.7,66.35
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16:00,Ewallet,106.78,31.31352116300013,48.68000000000001,8.7,155.46
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00,Ewallet,82.93,35.71317829457364,46.06999999999999,6.5,129.0
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05:00,Credit card,188.64,28.48043676069154,75.12,6.9,263.76
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25:00,Ewallet,488.69,27.659353998282853,186.84999999999997,6.2,675.54
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53:00,Ewallet,51.26,22.09726443768997,14.54,5.6,65.8
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22:00,Cash,101.9,33.48563968668407,51.29999999999998,5.7,153.2
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00,Cash,156.06,29.829136690647474,66.33999999999997,4.2,222.39999999999998
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24:00,Ewallet,43.13,20.78971533516988,11.32,7.9,54.45
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43:00,Credit card,481.97,30.027584204413476,206.83000000000004,8.7,688.8000000000001
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22:00,Credit card,112.38,20.792218776430786,29.5,6.9,141.88
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55:00,Cash,510.95,31.50804289544236,235.05,9.5,746.0
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,215.15,23.964517953067563,67.80999999999997,4.4,282.96
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,220.93,37.83624085537422,134.46999999999997,7.0,355.4
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13:00,Ewallet,232.23,31.119679667803656,104.92000000000004,6.3,337.15000000000003
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17:00,Cash,27.89,33.972537878787875,14.350000000000001,9.7,42.24
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00,Credit card,152.7,21.23181677499226,41.16,8.8,193.85999999999999
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51:00,Cash,16.69,30.63175394846217,7.369999999999997,5.1,24.06
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,405.99,32.13820078226858,192.26999999999998,7.9,598.26
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,247.55,26.278328717353094,88.23999999999995,6.2,335.78999999999996
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36:00,Cash,157.99,27.59395050412465,60.20999999999998,7.1,218.2
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,305.06,20.074407880947394,76.62,6.4,381.68
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28:00,Cash,514.64,27.505282434145656,195.26,5.7,709.9
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57:00,Credit card,293.64,33.29395729213995,146.56000000000006,9.6,440.20000000000005
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01:00,Credit card,364.73,34.83240423098913,194.94999999999993,6.4,559.68
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29:00,Credit card,23.31,37.00000000000001,13.690000000000001,7.9,37.0
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00,Cash,11.02,28.161668839634945,4.32,6.5,15.34
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,375.33,37.338475408193936,223.65000000000003,8.5,598.98
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21:00,Cash,150.96,20.83071113908118,39.72,9.1,190.68
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01:00,Cash,234.02,29.80803839232154,99.38000000000002,7.6,333.40000000000003
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49:00,Cash,48.74,34.89179802297622,26.119999999999997,6.9,74.86
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,150.35,29.660818713450293,63.400000000000006,9.5,213.75
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,207.51,38.890361339340934,132.06,5.2,339.57
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38:00,Cash,413.48,37.743917128402785,250.67999999999995,4.2,664.16
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,287.96,28.545905707196034,115.04000000000002,7.0,403.0
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20:00,Ewallet,146.61,24.79610156450372,48.34,6.0,194.95000000000002
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29:00,Cash,45.67,26.904609475032004,16.809999999999995,4.7,62.48
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00,Cash,50.95,29.936743674367435,21.769999999999996,7.1,72.72
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,137.37,24.14688017669795,43.72999999999999,5.9,181.1
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42:00,Cash,166.6,35.82434514637905,93.00000000000003,7.5,259.6
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44:00,Cash,76.98,33.269764216366156,38.379999999999995,6.4,115.36
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,356.06,24.287658416262648,114.21999999999997,5.8,470.28
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,163.54,31.869688385269125,76.5,4.5,240.04
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,54.66,38.3139600496558,33.95,7.7,88.61
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09:00,Credit card,148.72,25.505910639150464,50.91999999999999,6.7,199.64
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46:00,Credit card,28.45,27.069982055883106,10.559999999999999,4.7,39.01
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31:00,Cash,29.28,39.76548035383666,19.33,4.4,48.61
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15:00,Credit card,133.43,34.83590545028325,71.32999999999998,4.7,204.76
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00,Cash,76.65,35.95421122994652,43.03,8.6,119.68
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,388.66,23.098535813217254,116.74000000000001,4.3,505.40000000000003
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22:00,Cash,176.26,37.4098931145911,105.34999999999997,9.6,281.60999999999996
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09:00,Cash,511.41,28.00287194503886,198.91000000000003,4.1,710.32
